review_id,homestay_id,homestay_name,district,state,guest_type,rating,review_text,sentiment,review_topic,review_date,host_response,stay_duration_days,booking_channel
1768,1020,Wildflower Retreat,Pithoragarh,Uttarakhand,Friends Group,5,Clean rooms and wonderful service.,Positive,Hospitality,2026-04-27,Yes,7,Referral
1769,1022,Green Hills Homestay,Kausani,Uttarakhand,Couple,5,Clean rooms and wonderful service.,Positive,Location,2025-11-09,Yes,7,Tripadvisor
1770,1010,Snow Peak Homestay,Tehri Garhwal,Uttarakhand,Couple,2,Limited facilities for the price charged.,Negative,Location,2025-07-15,Yes,7,Direct
1771,1038,Nature Trails Stay,Almora,Uttarakhand,Adventure Traveler,4,Loved the scenic surroundings and fresh air.,Positive,Location,2025-02-28,Yes,3,Google
1772,1046,Lake View Cottage,Mukteshwar,Uttarakhand,Couple,5,Excellent local food and authentic village experience.,Positive,Hospitality,2026-02-05,No,1,Direct
1773,1004,Nature Trails Stay,Nainital,Uttarakhand,Solo Traveler,2,Property maintenance needs attention.,Negative,Food,2024-07-31,No,5,Travel Agency
1774,1044,Eco Village Stay,Nainital,Uttarakhand,Friends Group,5,Beautiful mountain views and peaceful atmosphere.,Positive,Hospitality,2025-08-16,Yes,3,Google
1775,1021,Eco Village Stay,Rudraprayag,Uttarakhand,Adventure Traveler,5,Excellent local food and authentic village experience.,Positive,Location,2026-06-01,Yes,9,Direct
1776,1022,Eco Village Stay,Ranikhet,Uttarakhand,Solo Traveler,3,Comfortable stay though food options were limited.,Neutral,Trekking,2025-10-01,No,10,Google
1777,1009,Eco Village Stay,Rudraprayag,Uttarakhand,Adventure Traveler,4,Clean rooms and wonderful service.,Positive,Eco Tourism,2025-12-10,Yes,5,Travel Agency
1778,1021,Eco Village Stay,Ranikhet,Uttarakhand,Family,1,Food quality did not meet expectations.,Negative,Accessibility,2024-09-05,Yes,10,Google
1779,1016,Eco Village Stay,Kausani,Uttarakhand,Solo Traveler,3,Overall a decent stay with basic facilities.,Neutral,Cleanliness,2025-10-22,No,5,Direct
1780,1003,Lake View Cottage,Kausani,Uttarakhand,Solo Traveler,4,Outstanding experience with great trekking options.,Positive,Accessibility,2024-10-20,Yes,3,Direct
1781,1042,Himalayan Nest,Almora,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Hospitality,2025-02-21,Yes,6,Tripadvisor
1782,1031,Cloud View Homestay,Mukteshwar,Uttarakhand,Solo Traveler,2,WiFi connectivity was poor during the stay.,Negative,Trekking,2024-09-05,Yes,2,Travel Agency
1783,1045,Pine Valley Retreat,Pithoragarh,Uttarakhand,Adventure Traveler,5,The hosts made us feel like family.,Positive,Cleanliness,2025-03-09,No,10,Referral
1784,1013,Lake View Cottage,Uttarkashi,Uttarakhand,Adventure Traveler,4,Loved the scenic surroundings and fresh air.,Positive,Scenic Beauty,2025-09-14,No,3,Travel Agency
1785,1002,Himalayan Nest,Kausani,Uttarakhand,Family,3,Comfortable stay though food options were limited.,Neutral,Food,2026-02-07,Yes,5,Travel Agency
1786,1050,Himalayan Nest,Tehri Garhwal,Uttarakhand,Solo Traveler,1,Room cleanliness needs improvement.,Negative,Trekking,2025-01-08,No,9,Tripadvisor
1787,1046,Lake View Cottage,Nainital,Uttarakhand,Friends Group,4,Outstanding experience with great trekking options.,Positive,Location,2026-06-03,Yes,3,Direct
1788,1039,Valley Breeze Retreat,Nainital,Uttarakhand,Friends Group,5,Amazing hospitality and very friendly hosts.,Positive,Location,2026-02-18,Yes,8,Travel Agency
1789,1002,Mountain View Homestay,Ranikhet,Uttarakhand,Family,5,Excellent local food and authentic village experience.,Positive,Value for Money,2024-10-19,No,9,Google
1790,1042,Mountain View Homestay,Mukteshwar,Uttarakhand,Friends Group,4,Excellent local food and authentic village experience.,Positive,Hospitality,2026-06-02,No,5,Travel Agency
1791,1028,Himalayan Nest,Chamoli,Uttarakhand,Adventure Traveler,1,Property maintenance needs attention.,Negative,Trekking,2025-05-06,No,5,Google
1792,1018,Riverstone Cottage,Mukteshwar,Uttarakhand,Couple,5,The hosts made us feel like family.,Positive,Value for Money,2024-11-18,No,9,Google
1793,1029,Sunrise Eco Stay,Ranikhet,Uttarakhand,Couple,2,Service response was slower than expected.,Negative,Value for Money,2025-11-12,No,8,Direct
1794,1001,Himalayan Nest,Mukteshwar,Uttarakhand,Friends Group,4,One of the best homestays we have visited.,Positive,Cleanliness,2025-09-20,Yes,10,Google
1795,1047,Lake View Cottage,Uttarkashi,Uttarakhand,Family,4,Great value for money and comfortable stay.,Positive,Food,2025-12-17,Yes,1,Tripadvisor
1796,1007,Wildflower Retreat,Kausani,Uttarakhand,Solo Traveler,3,Good experience but room maintenance can improve.,Neutral,Cleanliness,2025-12-23,Yes,5,Direct
1797,1039,Pine Valley Retreat,Kausani,Uttarakhand,Family,5,Amazing hospitality and very friendly hosts.,Positive,Hospitality,2026-01-13,No,5,Referral
1798,1038,Wildflower Retreat,Kausani,Uttarakhand,Couple,5,Perfect place for eco tourism and nature lovers.,Positive,Location,2024-08-10,Yes,1,Travel Agency
1799,1009,Nature Trails Stay,Almora,Uttarakhand,Friends Group,5,Excellent local food and authentic village experience.,Positive,Cleanliness,2024-10-19,Yes,1,Travel Agency
1800,1015,Himalayan Nest,Rudraprayag,Uttarakhand,Adventure Traveler,3,Overall a decent stay with basic facilities.,Neutral,Accessibility,2025-07-05,No,1,Direct
1801,1036,Pine Valley Retreat,Tehri Garhwal,Uttarakhand,Solo Traveler,3,The property was satisfactory for a short visit.,Neutral,Scenic Beauty,2026-02-21,Yes,10,Travel Agency
1802,1049,Himalayan Nest,Mukteshwar,Uttarakhand,Family,5,Excellent local food and authentic village experience.,Positive,Hospitality,2025-07-03,Yes,3,Direct
1803,1025,Nature Trails Stay,Almora,Uttarakhand,Family,5,One of the best homestays we have visited.,Positive,Eco Tourism,2025-08-21,Yes,8,Tripadvisor
1804,1048,Lake View Cottage,Tehri Garhwal,Uttarakhand,Solo Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Trekking,2025-02-26,No,2,Travel Agency
1805,1021,Oakwood Cottage,Nainital,Uttarakhand,Friends Group,5,Excellent local food and authentic village experience.,Positive,Value for Money,2024-12-26,Yes,6,Direct
1806,1044,Nature Trails Stay,Ranikhet,Uttarakhand,Family,5,Great value for money and comfortable stay.,Positive,Cleanliness,2026-05-18,No,6,Referral
1807,1036,Snow Peak Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,1,Limited facilities for the price charged.,Negative,Food,2025-01-08,No,5,Direct
1808,1043,Himalayan Nest,Tehri Garhwal,Uttarakhand,Friends Group,1,Service response was slower than expected.,Negative,Value for Money,2025-05-10,Yes,10,Referral
1809,1019,Forest Edge Homestay,Nainital,Uttarakhand,Solo Traveler,1,Limited facilities for the price charged.,Negative,Location,2025-05-09,No,2,Google
1810,1035,Forest Edge Homestay,Ranikhet,Uttarakhand,Solo Traveler,5,Perfect place for eco tourism and nature lovers.,Positive,Value for Money,2024-06-15,Yes,6,Tripadvisor
1811,1047,Nature Trails Stay,Chamoli,Uttarakhand,Family,1,WiFi connectivity was poor during the stay.,Negative,Cleanliness,2025-12-07,Yes,3,Referral
1812,1024,Cloud View Homestay,Chamoli,Uttarakhand,Solo Traveler,4,Outstanding experience with great trekking options.,Positive,Amenities,2026-05-14,Yes,2,Google
1813,1017,Wildflower Retreat,Rudraprayag,Uttarakhand,Friends Group,2,The room was smaller than shown in photos.,Negative,Food,2026-04-06,Yes,4,Google
1814,1017,Sunrise Eco Stay,Rudraprayag,Uttarakhand,Adventure Traveler,3,Overall a decent stay with basic facilities.,Neutral,Amenities,2025-01-24,No,10,Direct
1815,1038,Riverstone Cottage,Pithoragarh,Uttarakhand,Adventure Traveler,5,Amazing hospitality and very friendly hosts.,Positive,Hospitality,2026-03-03,No,2,Direct
1816,1010,Himalayan Nest,Nainital,Uttarakhand,Family,4,Loved the scenic surroundings and fresh air.,Positive,Amenities,2025-03-27,Yes,4,Tripadvisor
1817,1022,Cloud View Homestay,Nainital,Uttarakhand,Solo Traveler,3,Comfortable stay though food options were limited.,Neutral,Scenic Beauty,2026-05-19,Yes,8,Travel Agency
1818,1030,Valley Breeze Retreat,Kausani,Uttarakhand,Solo Traveler,1,Property maintenance needs attention.,Negative,Trekking,2025-12-25,Yes,6,Travel Agency
1819,1030,Pine Valley Retreat,Tehri Garhwal,Uttarakhand,Family,3,Comfortable stay though food options were limited.,Neutral,Cleanliness,2024-08-20,Yes,8,Travel Agency
1820,1024,Snow Peak Homestay,Kausani,Uttarakhand,Friends Group,5,Beautiful mountain views and peaceful atmosphere.,Positive,Value for Money,2025-11-26,No,10,Travel Agency
1821,1003,Valley Breeze Retreat,Pithoragarh,Uttarakhand,Couple,1,Property maintenance needs attention.,Negative,Scenic Beauty,2025-07-24,No,1,Google
1822,1021,Pine Valley Retreat,Tehri Garhwal,Uttarakhand,Solo Traveler,5,Clean rooms and wonderful service.,Positive,Location,2024-07-08,Yes,2,Referral
1823,1034,Sunrise Eco Stay,Pithoragarh,Uttarakhand,Family,4,Amazing hospitality and very friendly hosts.,Positive,Cleanliness,2026-01-11,No,4,Direct
1824,1026,Riverstone Cottage,Rudraprayag,Uttarakhand,Family,5,The hosts made us feel like family.,Positive,Accessibility,2024-08-18,No,4,Tripadvisor
1825,1034,Pine Valley Retreat,Nainital,Uttarakhand,Solo Traveler,4,One of the best homestays we have visited.,Positive,Location,2025-11-29,Yes,2,Direct
1826,1023,Mountain View Homestay,Nainital,Uttarakhand,Adventure Traveler,3,Good experience but room maintenance can improve.,Neutral,Trekking,2025-07-16,Yes,9,Direct
1827,1008,Eco Village Stay,Almora,Uttarakhand,Couple,5,Amazing hospitality and very friendly hosts.,Positive,Eco Tourism,2025-04-11,No,8,Referral
1828,1037,Oakwood Cottage,Uttarkashi,Uttarakhand,Adventure Traveler,3,Comfortable stay though food options were limited.,Neutral,Accessibility,2025-01-14,Yes,5,Direct
1829,1034,Wildflower Retreat,Almora,Uttarakhand,Family,2,Limited facilities for the price charged.,Negative,Amenities,2024-09-22,Yes,10,Referral
1830,1041,Oakwood Cottage,Ranikhet,Uttarakhand,Family,3,The location was nice but amenities were average.,Neutral,Trekking,2025-01-09,Yes,10,Direct
1831,1011,Cloud View Homestay,Rudraprayag,Uttarakhand,Couple,2,Room cleanliness needs improvement.,Negative,Location,2025-12-10,Yes,7,Google
1832,1007,Valley Breeze Retreat,Chamoli,Uttarakhand,Family,4,The hosts made us feel like family.,Positive,Amenities,2026-01-12,Yes,8,Direct
1833,1050,Mountain View Homestay,Rudraprayag,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Trekking,2025-04-09,No,6,Tripadvisor
1834,1035,Eco Village Stay,Rudraprayag,Uttarakhand,Solo Traveler,3,The property was satisfactory for a short visit.,Neutral,Food,2025-01-10,No,1,Referral
1835,1023,Green Hills Homestay,Chamoli,Uttarakhand,Family,5,Clean rooms and wonderful service.,Positive,Scenic Beauty,2025-10-31,No,9,Referral
1836,1043,Valley Breeze Retreat,Pithoragarh,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Accessibility,2025-09-19,Yes,4,Google
1837,1040,Wildflower Retreat,Uttarkashi,Uttarakhand,Family,4,The hosts made us feel like family.,Positive,Trekking,2024-09-20,Yes,6,Direct
1838,1032,Cloud View Homestay,Uttarkashi,Uttarakhand,Solo Traveler,4,One of the best homestays we have visited.,Positive,Amenities,2026-02-12,Yes,7,Direct
1839,1038,Eco Village Stay,Tehri Garhwal,Uttarakhand,Couple,5,Loved the scenic surroundings and fresh air.,Positive,Accessibility,2025-02-21,Yes,1,Tripadvisor
1840,1011,Green Hills Homestay,Almora,Uttarakhand,Friends Group,2,Service response was slower than expected.,Negative,Accessibility,2025-04-01,Yes,4,Travel Agency
1841,1041,Mountain View Homestay,Rudraprayag,Uttarakhand,Solo Traveler,4,Outstanding experience with great trekking options.,Positive,Location,2024-10-14,Yes,7,Travel Agency
1842,1043,Eco Village Stay,Mukteshwar,Uttarakhand,Solo Traveler,3,The location was nice but amenities were average.,Neutral,Eco Tourism,2024-08-09,No,2,Direct
1843,1006,Sunrise Eco Stay,Mukteshwar,Uttarakhand,Adventure Traveler,2,WiFi connectivity was poor during the stay.,Negative,Amenities,2026-04-28,No,2,Tripadvisor
1844,1011,Wildflower Retreat,Almora,Uttarakhand,Couple,2,Room cleanliness needs improvement.,Negative,Value for Money,2025-07-12,No,1,Google
1845,1025,Riverstone Cottage,Nainital,Uttarakhand,Solo Traveler,5,Perfect place for eco tourism and nature lovers.,Positive,Accessibility,2025-03-03,Yes,9,Direct
1846,1043,Nature Trails Stay,Almora,Uttarakhand,Adventure Traveler,5,Clean rooms and wonderful service.,Positive,Accessibility,2025-03-07,Yes,2,Travel Agency
1847,1011,Pine Valley Retreat,Nainital,Uttarakhand,Solo Traveler,3,The location was nice but amenities were average.,Neutral,Eco Tourism,2026-01-08,Yes,8,Tripadvisor
1848,1026,Sunrise Eco Stay,Pithoragarh,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Accessibility,2025-11-29,No,7,Tripadvisor
1849,1022,Valley Breeze Retreat,Mukteshwar,Uttarakhand,Solo Traveler,5,Clean rooms and wonderful service.,Positive,Amenities,2026-03-06,Yes,7,Direct
1850,1005,Nature Trails Stay,Ranikhet,Uttarakhand,Solo Traveler,4,Perfect place for eco tourism and nature lovers.,Positive,Food,2025-12-01,No,5,Google
1851,1024,Eco Village Stay,Nainital,Uttarakhand,Adventure Traveler,3,The property was satisfactory for a short visit.,Neutral,Eco Tourism,2024-12-31,Yes,6,Google
1852,1048,Oakwood Cottage,Ranikhet,Uttarakhand,Friends Group,5,Perfect place for eco tourism and nature lovers.,Positive,Eco Tourism,2025-07-24,Yes,1,Travel Agency
1853,1044,Eco Village Stay,Nainital,Uttarakhand,Friends Group,5,Excellent local food and authentic village experience.,Positive,Amenities,2025-04-12,No,6,Tripadvisor
1854,1018,Riverstone Cottage,Rudraprayag,Uttarakhand,Couple,4,Clean rooms and wonderful service.,Positive,Trekking,2026-02-17,Yes,8,Referral
1855,1032,Mountain View Homestay,Tehri Garhwal,Uttarakhand,Couple,3,The location was nice but amenities were average.,Neutral,Amenities,2025-12-05,No,6,Referral
1856,1007,Forest Edge Homestay,Almora,Uttarakhand,Solo Traveler,1,Limited facilities for the price charged.,Negative,Food,2025-03-17,Yes,10,Referral
1857,1021,Forest Edge Homestay,Pithoragarh,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Eco Tourism,2026-02-04,Yes,2,Tripadvisor
1858,1048,Himalayan Nest,Nainital,Uttarakhand,Adventure Traveler,3,Good experience but room maintenance can improve.,Neutral,Trekking,2025-05-13,Yes,3,Travel Agency
1859,1008,Nature Trails Stay,Ranikhet,Uttarakhand,Adventure Traveler,4,Outstanding experience with great trekking options.,Positive,Hospitality,2025-06-19,No,3,Travel Agency
1860,1002,Snow Peak Homestay,Nainital,Uttarakhand,Friends Group,1,Room cleanliness needs improvement.,Negative,Amenities,2025-12-24,No,10,Travel Agency
1861,1027,Lake View Cottage,Ranikhet,Uttarakhand,Friends Group,4,One of the best homestays we have visited.,Positive,Scenic Beauty,2025-02-19,No,7,Referral
1862,1015,Riverstone Cottage,Rudraprayag,Uttarakhand,Friends Group,4,One of the best homestays we have visited.,Positive,Location,2024-08-05,No,4,Google
1863,1027,Mountain View Homestay,Tehri Garhwal,Uttarakhand,Friends Group,1,WiFi connectivity was poor during the stay.,Negative,Trekking,2025-02-02,No,10,Tripadvisor
1864,1029,Sunrise Eco Stay,Uttarkashi,Uttarakhand,Solo Traveler,4,Loved the scenic surroundings and fresh air.,Positive,Amenities,2024-09-28,No,5,Travel Agency
1865,1004,Nature Trails Stay,Uttarkashi,Uttarakhand,Couple,4,Outstanding experience with great trekking options.,Positive,Location,2024-06-18,No,8,Tripadvisor
1866,1011,Wildflower Retreat,Pithoragarh,Uttarakhand,Couple,4,Outstanding experience with great trekking options.,Positive,Cleanliness,2025-11-04,Yes,5,Tripadvisor
1867,1031,Oakwood Cottage,Mukteshwar,Uttarakhand,Friends Group,5,Clean rooms and wonderful service.,Positive,Food,2026-02-01,No,10,Tripadvisor
1868,1028,Green Hills Homestay,Chamoli,Uttarakhand,Family,4,Loved the scenic surroundings and fresh air.,Positive,Scenic Beauty,2025-03-05,No,2,Travel Agency
1869,1017,Snow Peak Homestay,Tehri Garhwal,Uttarakhand,Friends Group,5,Clean rooms and wonderful service.,Positive,Hospitality,2024-09-28,No,2,Google
1870,1004,Cloud View Homestay,Pithoragarh,Uttarakhand,Adventure Traveler,2,The room was smaller than shown in photos.,Negative,Food,2025-09-22,Yes,8,Google
1871,1012,Riverstone Cottage,Kausani,Uttarakhand,Family,2,Room cleanliness needs improvement.,Negative,Amenities,2024-12-01,Yes,5,Google
1872,1039,Oakwood Cottage,Uttarkashi,Uttarakhand,Adventure Traveler,2,Room cleanliness needs improvement.,Negative,Hospitality,2025-10-19,No,8,Tripadvisor
1873,1016,Nature Trails Stay,Kausani,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Eco Tourism,2025-07-28,No,1,Referral
1874,1009,Nature Trails Stay,Ranikhet,Uttarakhand,Couple,5,Loved the scenic surroundings and fresh air.,Positive,Amenities,2026-03-14,Yes,2,Tripadvisor
1875,1001,Nature Trails Stay,Almora,Uttarakhand,Adventure Traveler,4,Perfect place for eco tourism and nature lovers.,Positive,Amenities,2024-12-02,Yes,8,Direct
1876,1039,Lake View Cottage,Ranikhet,Uttarakhand,Family,5,One of the best homestays we have visited.,Positive,Hospitality,2025-10-13,Yes,10,Referral
1877,1013,Eco Village Stay,Tehri Garhwal,Uttarakhand,Adventure Traveler,4,Great value for money and comfortable stay.,Positive,Cleanliness,2025-04-21,No,7,Travel Agency
1878,1033,Sunrise Eco Stay,Kausani,Uttarakhand,Adventure Traveler,5,Outstanding experience with great trekking options.,Positive,Cleanliness,2024-10-24,Yes,10,Travel Agency
1879,1041,Wildflower Retreat,Rudraprayag,Uttarakhand,Friends Group,5,Perfect place for eco tourism and nature lovers.,Positive,Food,2026-02-26,No,1,Referral
1880,1025,Oakwood Cottage,Rudraprayag,Uttarakhand,Solo Traveler,4,One of the best homestays we have visited.,Positive,Hospitality,2025-07-26,Yes,9,Travel Agency
1881,1019,Pine Valley Retreat,Ranikhet,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Amenities,2025-06-14,No,10,Tripadvisor
1882,1046,Riverstone Cottage,Pithoragarh,Uttarakhand,Adventure Traveler,4,Excellent local food and authentic village experience.,Positive,Amenities,2026-01-03,No,7,Tripadvisor
1883,1002,Wildflower Retreat,Ranikhet,Uttarakhand,Adventure Traveler,1,WiFi connectivity was poor during the stay.,Negative,Scenic Beauty,2025-06-27,No,8,Referral
1884,1010,Forest Edge Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,5,Great value for money and comfortable stay.,Positive,Eco Tourism,2026-01-17,No,9,Google
1885,1031,Cloud View Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Cleanliness,2025-01-11,No,6,Referral
1886,1018,Pine Valley Retreat,Pithoragarh,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Hospitality,2025-12-02,No,6,Direct
1887,1043,Green Hills Homestay,Almora,Uttarakhand,Family,5,The hosts made us feel like family.,Positive,Location,2025-12-03,Yes,7,Travel Agency
1888,1029,Nature Trails Stay,Almora,Uttarakhand,Solo Traveler,5,Great value for money and comfortable stay.,Positive,Amenities,2024-07-20,No,9,Referral
1889,1034,Sunrise Eco Stay,Ranikhet,Uttarakhand,Solo Traveler,5,The hosts made us feel like family.,Positive,Value for Money,2025-12-14,No,6,Referral
1890,1008,Wildflower Retreat,Chamoli,Uttarakhand,Adventure Traveler,5,Clean rooms and wonderful service.,Positive,Cleanliness,2025-04-06,No,2,Travel Agency
1891,1003,Himalayan Nest,Mukteshwar,Uttarakhand,Couple,5,Perfect place for eco tourism and nature lovers.,Positive,Hospitality,2025-06-14,Yes,2,Tripadvisor
1892,1010,Mountain View Homestay,Tehri Garhwal,Uttarakhand,Family,5,Clean rooms and wonderful service.,Positive,Accessibility,2025-05-10,Yes,10,Tripadvisor
1893,1004,Valley Breeze Retreat,Mukteshwar,Uttarakhand,Couple,4,Perfect place for eco tourism and nature lovers.,Positive,Eco Tourism,2026-02-14,No,9,Travel Agency
1894,1018,Snow Peak Homestay,Chamoli,Uttarakhand,Family,1,The room was smaller than shown in photos.,Negative,Trekking,2026-03-10,No,3,Direct
1895,1020,Snow Peak Homestay,Nainital,Uttarakhand,Adventure Traveler,5,Clean rooms and wonderful service.,Positive,Food,2026-03-09,Yes,3,Referral
1896,1024,Snow Peak Homestay,Ranikhet,Uttarakhand,Solo Traveler,5,Outstanding experience with great trekking options.,Positive,Food,2024-12-28,Yes,10,Travel Agency
1897,1044,Forest Edge Homestay,Mukteshwar,Uttarakhand,Solo Traveler,1,Room cleanliness needs improvement.,Negative,Amenities,2025-09-19,No,9,Direct
1898,1011,Riverstone Cottage,Chamoli,Uttarakhand,Family,4,Beautiful mountain views and peaceful atmosphere.,Positive,Hospitality,2025-04-01,Yes,3,Google
1899,1006,Forest Edge Homestay,Nainital,Uttarakhand,Solo Traveler,4,Clean rooms and wonderful service.,Positive,Scenic Beauty,2026-05-12,Yes,4,Travel Agency
1900,1029,Snow Peak Homestay,Pithoragarh,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Amenities,2025-07-18,No,5,Travel Agency
1901,1038,Eco Village Stay,Rudraprayag,Uttarakhand,Family,3,Comfortable stay though food options were limited.,Neutral,Trekking,2025-07-21,Yes,2,Google
1902,1023,Eco Village Stay,Chamoli,Uttarakhand,Solo Traveler,4,Perfect place for eco tourism and nature lovers.,Positive,Trekking,2024-10-05,No,2,Direct
1903,1010,Pine Valley Retreat,Ranikhet,Uttarakhand,Family,4,The hosts made us feel like family.,Positive,Value for Money,2024-12-14,Yes,4,Google
1904,1001,Nature Trails Stay,Chamoli,Uttarakhand,Friends Group,4,Outstanding experience with great trekking options.,Positive,Eco Tourism,2026-03-21,Yes,6,Tripadvisor
1905,1045,Valley Breeze Retreat,Almora,Uttarakhand,Adventure Traveler,2,Service response was slower than expected.,Negative,Food,2025-12-21,Yes,10,Tripadvisor
1906,1049,Valley Breeze Retreat,Pithoragarh,Uttarakhand,Friends Group,5,Perfect place for eco tourism and nature lovers.,Positive,Cleanliness,2025-07-03,No,1,Tripadvisor
1907,1034,Nature Trails Stay,Tehri Garhwal,Uttarakhand,Couple,4,Great value for money and comfortable stay.,Positive,Value for Money,2025-10-12,Yes,8,Direct
1908,1009,Valley Breeze Retreat,Mukteshwar,Uttarakhand,Couple,5,One of the best homestays we have visited.,Positive,Accessibility,2025-12-23,No,8,Google
1909,1028,Valley Breeze Retreat,Ranikhet,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Amenities,2026-05-05,No,1,Referral
1910,1045,Pine Valley Retreat,Kausani,Uttarakhand,Couple,1,The room was smaller than shown in photos.,Negative,Trekking,2024-12-13,No,10,Travel Agency
1911,1024,Snow Peak Homestay,Ranikhet,Uttarakhand,Adventure Traveler,5,Outstanding experience with great trekking options.,Positive,Trekking,2024-08-07,No,1,Google
1912,1012,Pine Valley Retreat,Pithoragarh,Uttarakhand,Solo Traveler,5,Excellent local food and authentic village experience.,Positive,Location,2026-05-23,No,3,Google
1913,1028,Valley Breeze Retreat,Ranikhet,Uttarakhand,Couple,4,Amazing hospitality and very friendly hosts.,Positive,Food,2025-09-25,Yes,6,Tripadvisor
1914,1047,Eco Village Stay,Mukteshwar,Uttarakhand,Adventure Traveler,3,Comfortable stay though food options were limited.,Neutral,Food,2024-09-01,Yes,7,Travel Agency
1915,1001,Mountain View Homestay,Kausani,Uttarakhand,Couple,2,Food quality did not meet expectations.,Negative,Amenities,2025-10-10,No,2,Direct
1916,1022,Valley Breeze Retreat,Nainital,Uttarakhand,Family,2,Limited facilities for the price charged.,Negative,Cleanliness,2025-09-03,Yes,2,Google
1917,1025,Mountain View Homestay,Almora,Uttarakhand,Couple,2,The room was smaller than shown in photos.,Negative,Value for Money,2026-04-24,Yes,6,Google
1918,1040,Nature Trails Stay,Chamoli,Uttarakhand,Family,3,Overall a decent stay with basic facilities.,Neutral,Value for Money,2025-02-06,No,6,Google
1919,1046,Lake View Cottage,Mukteshwar,Uttarakhand,Couple,4,One of the best homestays we have visited.,Positive,Accessibility,2025-08-13,No,4,Travel Agency
1920,1047,Green Hills Homestay,Rudraprayag,Uttarakhand,Family,4,Amazing hospitality and very friendly hosts.,Positive,Eco Tourism,2024-11-07,Yes,10,Referral
1921,1015,Wildflower Retreat,Kausani,Uttarakhand,Family,5,Excellent local food and authentic village experience.,Positive,Eco Tourism,2025-01-11,No,8,Direct
1922,1020,Snow Peak Homestay,Tehri Garhwal,Uttarakhand,Friends Group,4,Loved the scenic surroundings and fresh air.,Positive,Hospitality,2025-07-22,No,4,Travel Agency
1923,1003,Nature Trails Stay,Uttarkashi,Uttarakhand,Couple,3,The location was nice but amenities were average.,Neutral,Scenic Beauty,2025-02-28,Yes,9,Direct
1924,1023,Himalayan Nest,Uttarkashi,Uttarakhand,Couple,2,WiFi connectivity was poor during the stay.,Negative,Value for Money,2025-07-29,Yes,9,Tripadvisor
1925,1006,Himalayan Nest,Tehri Garhwal,Uttarakhand,Adventure Traveler,4,Excellent local food and authentic village experience.,Positive,Hospitality,2024-11-09,No,4,Tripadvisor
1926,1003,Forest Edge Homestay,Ranikhet,Uttarakhand,Couple,1,Food quality did not meet expectations.,Negative,Location,2025-02-28,Yes,1,Referral
1927,1007,Lake View Cottage,Chamoli,Uttarakhand,Couple,4,Great value for money and comfortable stay.,Positive,Eco Tourism,2024-07-31,No,10,Travel Agency
1928,1027,Pine Valley Retreat,Ranikhet,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Amenities,2025-05-31,No,2,Travel Agency
1929,1025,Himalayan Nest,Kausani,Uttarakhand,Adventure Traveler,5,Clean rooms and wonderful service.,Positive,Value for Money,2024-12-06,Yes,5,Direct
1930,1043,Green Hills Homestay,Tehri Garhwal,Uttarakhand,Adventure Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Accessibility,2024-09-16,No,3,Referral
1931,1002,Mountain View Homestay,Almora,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Amenities,2024-10-01,Yes,1,Tripadvisor
1932,1027,Pine Valley Retreat,Uttarkashi,Uttarakhand,Family,4,Beautiful mountain views and peaceful atmosphere.,Positive,Trekking,2025-08-14,Yes,4,Tripadvisor
1933,1041,Riverstone Cottage,Mukteshwar,Uttarakhand,Couple,3,Comfortable stay though food options were limited.,Neutral,Value for Money,2024-11-27,Yes,2,Referral
1934,1033,Green Hills Homestay,Nainital,Uttarakhand,Adventure Traveler,4,Outstanding experience with great trekking options.,Positive,Trekking,2025-04-06,No,1,Travel Agency
1935,1029,Eco Village Stay,Chamoli,Uttarakhand,Adventure Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Trekking,2025-07-09,Yes,1,Google
1936,1017,Himalayan Nest,Uttarkashi,Uttarakhand,Solo Traveler,3,Good experience but room maintenance can improve.,Neutral,Value for Money,2025-02-27,Yes,3,Tripadvisor
1937,1014,Sunrise Eco Stay,Chamoli,Uttarakhand,Family,1,Limited facilities for the price charged.,Negative,Accessibility,2025-05-04,Yes,1,Referral
1938,1018,Himalayan Nest,Kausani,Uttarakhand,Couple,4,Perfect place for eco tourism and nature lovers.,Positive,Cleanliness,2026-06-09,Yes,10,Tripadvisor
